Number,Type,Name,Registration Point,Filename
451,sound,KI_S25,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S25.AIF
452,sound,KI_S26,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S26.AIF
453,sound,KI_S27,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S27.AIF
454,sound,KI_S28,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S28.AIF
455,sound,KI_S29,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S29.AIF
456,sound,KI_S30,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S30.AIF
457,sound,KI_S31,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S31.AIF
458,sound,KI_S32,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S32.AIF
459,sound,KI_S33,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S33.AIF
460,sound,KI_S34,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S34.AIF
461,sound,KI_S35,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S35.AIF
462,sound,KI_S36,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S36.AIF
463,sound,KI_S37,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S37.AIF
464,sound,KI_S38,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S38.AIF
465,sound,KI_S39,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S39.AIF
466,sound,KI_S40,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S40.AIF
467,sound,KI_S41,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S41.AIF
468,sound,KI_S42,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S42.AIF
469,sound,KI_S43,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S43.AIF
470,sound,KI_S44,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S44.AIF
471,sound,KI_S45,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S45.AIF
472,sound,KI_S46,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S46.AIF
473,sound,KI_S47,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S47.AIF
474,sound,KI_S48,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S48.AIF
475,sound,KI_S49,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S49.AIF
476,sound,KI_S50,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S50.AIF
477,sound,KI_S51,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S51.AIF
478,sound,KI_S52,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S52.AIF
479,sound,KI_S53,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S53.AIF
480,sound,KI_S54,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S54.AIF
481,sound,KI_S55,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S55.AIF
482,sound,KI_S56,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S56.AIF
483,sound,KI_S57,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S57.AIF
484,sound,KI_S58,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S58.AIF
485,sound,KI_S59,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S59.AIF
486,sound,KI_S60,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S60.AIF
487,sound,KI_S61,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S61.AIF
488,sound,KI_S62,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S62.AIF
489,sound,KI_S63,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S63.AIF
490,sound,KI_S64,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S64.AIF
491,sound,KI_S65,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S65.AIF
492,sound,KI_S66,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S66.AIF
493,sound,KI_S67,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S67.AIF
494,sound,KI_S68,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S68.AIF
495,sound,KI_S69,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\KI_\KI_S69.AIF
