Number,Type,Name,Registration Point,Filename
158,bitmap,,"(32, 47)",
159,bitmap,Lysstraaler,"(70, 56)",
160,bitmap,.save,"(69, 55)",
161,script,Load 15,"(0, 0)",
162,script,Sound 25,"(0, 0)",
163,bitmap,Klatrer,"(44, 64)",
164,bitmap,,"(50, 51)",
165,bitmap,,"(40, 49)",
166,bitmap,,"(39, 18)",
167,bitmap,,"(40, 29)",
168,bitmap,,"(28, 34)",
169,bitmap,,"(163, 125)",
170,bitmap,,"(-81, 44)",
171,bitmap,,"(28, 45)",
172,bitmap,,"(29, 46)",
173,bitmap,,"(41, 76)",
174,bitmap,,"(9, 8)",
175,bitmap,Siste_i_15,"(11, 10)",
181,script,Load 16,"(0, 0)",
182,script,Sound 26,"(0, 0)",
183,bitmap,Arm16,"(23, 37)",
184,bitmap,,"(83, 97)",
185,bitmap,,"(68, 54)",
186,bitmap,,"(68, 44)",
187,bitmap,,"(55, 48)",
188,bitmap,,"(52, 50)",
189,bitmap,,"(163, 164)",
190,bitmap,,"(175, 164)",
191,bitmap,,"(172, 164)",
192,bitmap,,"(167, 166)",
193,bitmap,,"(169, 164)",
194,bitmap,,"(20, 11)",
195,bitmap,,"(21, 10)",
196,bitmap,,"(23, 9)",
197,bitmap,Siste_i_16,"(23, 8)",
201,script,Load 17,"(0, 0)",
202,script,Sound 27,"(0, 0)",
203,bitmap,Hest17,"(286, 306)",
204,bitmap,,"(72, 113)",
205,bitmap,,"(73, 114)",
206,bitmap,,"(144, 126)",
207,bitmap,,"(19, 18)",
208,bitmap,Siste17,"(22, 22)",
209,sound,HEST_LER,"(0, 0)",
211,script,Load 18,"(0, 0)",
212,script,Sound 28,"(0, 0)",
213,bitmap,Hode18,"(44, 49)",
214,bitmap,,"(62, 54)",
215,bitmap,,"(40, 52)",
216,bitmap,,"(20, 10)",
217,bitmap,Siste18,"(25, 9)",
221,script,Load 19,"(0, 0)",
222,script,Sound 29,"(0, 0)",
223,sound,LATTER,"(0, 0)",
224,bitmap,Fra19,"(41, 72)",
225,bitmap,,"(35, 68)",
226,bitmap,,"(160, 14)",
227,bitmap,,"(127, 115)",
228,bitmap,,"(54, 20)",
229,bitmap,,"(54, 20)",
230,bitmap,,"(53, 31)",
231,bitmap,,"(49, 18)",
232,bitmap,,"(102, 114)",
233,bitmap,,"(143, 127)",
234,bitmap,,"(53, 20)",
235,bitmap,,"(54, 20)",
236,bitmap,,"(122, 116)",
237,bitmap,,"(94, 121)",
238,bitmap,,"(41, 26)",
239,bitmap,,"(47, 16)",
240,bitmap,,"(49, 28)",
241,bitmap,Siste19,"(59, 21)",
251,script,Load 20,"(0, 0)",
252,script,Sound 30,"(0, 0)",
253,bitmap,Foerste_i_20,"(56, 115)",
254,bitmap,,"(83, 115)",
255,bitmap,,"(83, 115)",
256,bitmap,,"(83, 95)",
257,bitmap,,"(164, 95)",
258,bitmap,,"(28, 13)",
259,bitmap,,"(73, 72)",
260,bitmap,,"(88, 86)",
261,bitmap,,"(85, 63)",
262,bitmap,,"(85, 82)",
263,bitmap,,"(50, 63)",
264,bitmap,,"(30, 38)",
265,bitmap,,"(29, 22)",
266,bitmap,,"(39, 49)",
267,bitmap,,"(44, 49)",
268,bitmap,,"(11, 9)",
269,bitmap,,"(50, 70)",
270,bitmap,,"(13, 37)",
271,bitmap,,"(44, 52)",
272,bitmap,,"(32, 51)",
273,bitmap,,"(52, 24)",
274,bitmap,,"(31, 21)",
275,bitmap,Siste_i_20,"(20, 7)",
281,script,Load 21,"(0, 0)",
282,script,Sound 31,"(0, 0)",
283,bitmap,Slutt,"(321, 240)",
284,bitmap,,"(35, 52)",
285,bitmap,,"(36, 52)",
286,bitmap,,"(19, 16)",
287,bitmap,,"(19, 10)",
288,bitmap,,"(19, 14)",
289,bitmap,,"(20, 16)",
290,bitmap,,"(18, 10)",
291,bitmap,,"(19, 16)",
292,bitmap,,"(37, 25)",
293,bitmap,,"(45, 18)",
294,bitmap,,"(42, 21)",
295,bitmap,,"(47, 86)",
296,bitmap,,"(47, 86)",
297,bitmap,,"(47, 90)",
298,bitmap,,"(47, 90)",
299,bitmap,,"(12, 37)",
300,bitmap,,"(23, 22)",
301,bitmap,,"(21, 17)",
302,bitmap,,"(45, 34)",
303,bitmap,,"(32, 25)",
304,bitmap,,"(38, 20)",
305,bitmap,,"(40, 22)",
306,bitmap,,"(16, 16)",
307,bitmap,,"(38, 39)",
308,bitmap,Solstraale,"(38, 39)",
331,bitmap,lav tygg,"(35, 50)",
332,bitmap,lavtygg 2,"(32, 49)",
333,bitmap,lav åpen,"(136, 171)",
334,bitmap,åpen,"(32, 49)",
335,bitmap,høy lugg,"(21, 15)",
336,bitmap,spark1,"(176, 169)",
337,bitmap,spark b,"(170, 169)",
338,bitmap,spark c,"(170, 170)",
339,bitmap,spark d,"(170, 169)",
340,bitmap,ned 1,"(141, 169)",
341,bitmap,ned 2,"(127, 169)",
342,bitmap,ned 3,"(127, 172)",
343,bitmap,ned 4,"(127, 169)",
344,bitmap,stor,"(43, 28)",
345,bitmap,spiser,"(61, 86)",
346,bitmap,åpen,"(20, 32)",
347,bitmap,tygger,"(20, 32)",
348,bitmap,åpen sov,"(11, 13)",
349,bitmap,lukket,"(11, 12)",
350,bitmap,halvprofil,"(44, 49)",
351,bitmap,,"(30, 18)",
352,bitmap,,"(33, 26)",
353,bitmap,,"(30, 18)",
354,bitmap,,"(33, 26)",
355,bitmap,,"(31, -99)",
361,bitmap,s.m/brett,"(69, 139)",
362,bitmap,l. stopp,"(49, 97)",
363,bitmap,l.sov opp,"(8, 8)",
364,bitmap,l.prat opp,"(11, 13)",
365,bitmap,l.sov ned,"(9, 9)",
366,bitmap,l.på brett,"(50, 85)",
367,bitmap,l.arm,"(27, 17)",
368,bitmap,l.bak,"(16, 8)",
369,bitmap,l.opp,"(20, 49)",
370,bitmap,l.u/øre,"(27, 19)",
371,bitmap,blunk,"(22, 10)",
372,bitmap,s.sov ned,"(12, 13)",
373,bitmap,,"(37, 63)",
374,bitmap,,"(56, 63)",
375,bitmap,lua ned,"(46, 57)",
376,bitmap,sol,"(43, 40)",
377,bitmap,,"(22, 22)",
378,bitmap,,"(8, 5)",
379,bitmap,,"(8, 4)",
380,bitmap,,"(44, 17)",
381,bitmap,,"(141, 148)",
382,bitmap,,"(42, 51)",
383,bitmap,,"(26, 44)",
384,bitmap,,"(18, 28)",
385,bitmap,faller,"(83, 95)",
386,bitmap,,"(56, 115)",
387,bitmap,,"(60, 111)",
388,bitmap,,"(53, 47)",
389,script,,"(0, 0)",
390,filmLoop,skating,"(113, 86)",
391,bitmap,,"(23, 25)",
392,bitmap,,"(19, 8)",
393,bitmap,,"(32, 47)",
394,bitmap,,"(60, 63)",
395,bitmap,,"(53, 47)",
396,bitmap,s.pr.åpen,"(11, 9)",
397,bitmap,s.pr.sov,"(-181, 4)",
398,bitmap,liten lugg,"(12, 8)",
399,bitmap,,"(47, 109)",
400,bitmap,,"(22, 28)",
443,sound,ST_N11,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N11.AIF
444,sound,ST_N12,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N12.AIF
445,sound,ST_N13,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N13.AIF
446,sound,ST_N14,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N14.AIF
447,sound,ST_N15,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N15.AIF
448,sound,ST_N16,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N16.AIF
449,sound,ST_N17,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N17.AIF
450,sound,ST_N18,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N18.AIF
451,sound,ST_N19,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N19.AIF
452,sound,ST_N20,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N20.AIF
453,sound,ST_N21,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N21.AIF
454,sound,ST_N22,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N22.AIF
455,sound,ST_N23,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N23.AIF
456,sound,ST_N24,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N24.AIF
457,sound,ST_N25,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N25.AIF
458,sound,ST_N26,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N26.AIF
459,sound,ST_N27,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N27.AIF
460,sound,ST_N28,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N28.AIF
461,sound,ST_N29,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N29.AIF
462,sound,ST_N30,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N30.AIF
463,sound,ST_N31,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_N31.AIF
464,sound,ST_S11,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S11.AIF
465,sound,ST_S12,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S12.AIF
466,sound,ST_S13,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S13.AIF
467,sound,ST_S14,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S14.AIF
468,sound,ST_S15,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S15.AIF
469,sound,ST_S16,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S16.AIF
470,sound,ST_S17,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S17.AIF
471,sound,ST_S18,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S18.AIF
472,sound,ST_S19,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S19.AIF
473,sound,ST_S20,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S20.AIF
474,sound,ST_S21,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S21.AIF
475,sound,ST_S22,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S22.AIF
476,sound,ST_S23,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S23.AIF
477,sound,ST_S24,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S24.AIF
478,sound,ST_S25,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S25.AIF
479,sound,ST_S26,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S26.AIF
480,sound,ST_S27,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S27.AIF
481,sound,ST_S28,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S28.AIF
482,sound,ST_S29,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S29.AIF
483,sound,ST_S30,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S30.AIF
484,sound,ST_S31,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\ST_\ST_S31.AIF
