Number,Type,Name,Registration Point,Filename
99,bitmap,,"(23, 16)",
100,bitmap,,"(18, 16)",
101,bitmap,,"(14, 16)",
102,bitmap,,"(13, 17)",
103,bitmap,,"(13, 16)",
104,bitmap,,"(23, 22)",
105,bitmap,,"(23, 22)",
106,bitmap,,"(23, 22)",
107,bitmap,,"(23, 22)",
108,bitmap,Siste_i_6,"(23, 24)",
111,script,Load 6B,"(0, 0)",
112,bitmap,6B-1,"(31, 61)",
113,bitmap,M2,"(30, 60)",
114,bitmap,M3,"(28, 60)",
115,bitmap,M4,"(28, 59)",
116,bitmap,M5,"(28, 59)",
117,bitmap,M6,"(28, 59)",
118,bitmap,M7,"(28, 59)",
119,bitmap,Stripe,"(77, 23)",
120,bitmap,,"(89, 19)",
121,bitmap,,"(89, 16)",
122,bitmap,,"(75, 30)",
123,bitmap,,"(62, 37)",
124,bitmap,,"(42, 38)",
125,bitmap,,"(46, 18)",
126,bitmap,,"(21, 31)",
127,bitmap,,"(30, 18)",
128,bitmap,Siste_i_6B,"(19, 1)",
131,script,Load 7,"(0, 0)",
132,script,Scene 7,"(0, 0)",
133,sound,VIND2NY,"(0, 0)",
141,script,Load 8,"(0, 0)",
142,script,Scene 8,"(0, 0)",
143,bitmap,B8,"(28, 59)",
144,bitmap,,"(41, 55)",
145,bitmap,,"(32, 59)",
146,bitmap,,"(85, 54)",
147,bitmap,,"(116, 36)",
148,bitmap,,"(133, 31)",
149,bitmap,,"(115, 61)",
150,bitmap,,"(66, 100)",
151,bitmap,,"(42, 116)",
152,bitmap,,"(71, 86)",
153,bitmap,,"(32, 29)",
154,bitmap,,"(33, 29)",
155,bitmap,,"(31, 24)",
156,bitmap,,"(36, 43)",
157,bitmap,,"(35, 29)",
158,bitmap,,"(32, 29)",
159,bitmap,,"(29, 29)",
160,bitmap,,"(29, 29)",
161,bitmap,,"(12, 9)",
162,bitmap,,"(18, 8)",
163,bitmap,,"(19, 7)",
164,bitmap,,"(18, 9)",
165,bitmap,,"(15, 11)",
166,bitmap,,"(15, 12)",
167,bitmap,,"(17, 13)",
168,bitmap,,"(10, 9)",
169,bitmap,,"(9, 10)",
170,bitmap,,"(10, 8)",
171,bitmap,,"(10, 7)",
172,bitmap,,"(14, 7)",
173,bitmap,,"(15, 10)",
174,bitmap,,"(14, 12)",
175,bitmap,,"(18, 15)",
176,bitmap,,"(18, 24)",
177,bitmap,,"(20, 31)",
178,bitmap,,"(24, 41)",
179,bitmap,,"(20, 47)",
180,bitmap,,"(13, 53)",
181,bitmap,,"(35, 40)",
182,bitmap,,"(48, 44)",
183,bitmap,,"(59, 40)",
184,bitmap,,"(63, 46)",
185,bitmap,,"(78, 44)",
186,bitmap,Siste_i_8,"(53, 67)",
191,script,Load 9,"(0, 0)",
192,script,Scene 9,"(0, 0)",
193,bitmap,B9,"(320, 240)",
194,bitmap,,"(320, 240)",
195,bitmap,,"(320, 240)",
196,bitmap,,"(100, 34)",
197,bitmap,Siste_i_9,"(109, 34)",
198,sound,SOL2,"(0, 0)",
201,script,Load 10,"(0, 0)",
202,script,Scene 10,"(0, 0)",
203,script,Load 11,"(0, 0)",
204,script,Scene 11,"(0, 0)",
205,bitmap,B11,"(320, 240)",
206,bitmap,,"(10, 29)",
207,bitmap,,"(16, 26)",
208,bitmap,,"(16, 15)",
209,bitmap,,"(17, 12)",
210,bitmap,,"(22, 6)",
211,bitmap,,"(22, 4)",
212,bitmap,,"(36, 61)",
213,bitmap,,"(31, 61)",
214,bitmap,,"(11, 7)",
215,bitmap,,"(25, 61)",
216,bitmap,,"(20, 20)",
217,bitmap,,"(16, 20)",
218,bitmap,,"(12, 21)",
219,bitmap,,"(8, 24)",
220,bitmap,Siste_i_11,"(24, 15)",
221,script,Load 12,"(0, 0)",
222,script,Scene 12,"(0, 0)",
231,script,Load 13,"(0, 0)",
232,script,Scene 13,"(0, 0)",
233,bitmap,B13,"(35, 36)",
234,bitmap,,"(35, 36)",
235,bitmap,,"(35, 36)",
236,bitmap,,"(13, 21)",
237,bitmap,,"(13, 21)",
238,bitmap,,"(5, 4)",
239,bitmap,,"(4, 3)",
240,bitmap,,"(4, 3)",
241,bitmap,,"(29, 2)",
242,bitmap,,"(30, 2)",
243,bitmap,,"(35, 2)",
244,bitmap,Siste_i_13,"(31, 8)",
245,sound,bademann,"(0, 0)",
261,bitmap,,"(30, 60)",
262,bitmap,,"(28, 60)",
263,bitmap,,"(28, 59)",
264,bitmap,,"(28, 59)",
265,bitmap,,"(28, 59)",
266,bitmap,,"(28, 59)",
267,bitmap,,"(31, 61)",
268,bitmap,,"(24, 61)",
269,bitmap,,"(24, 24)",
270,bitmap,,"(24, 24)",
271,bitmap,,"(24, 24)",
272,bitmap,,"(24, 24)",
273,bitmap,,"(24, 24)",
274,bitmap,,"(23, 24)",
275,bitmap,,"(24, 24)",
276,bitmap,,"(24, 24)",
277,bitmap,,"(23, 24)",
278,bitmap,,"(24, 24)",
279,bitmap,,"(24, 24)",
280,bitmap,,"(24, 24)",
281,bitmap,,"(12, 16)",
282,bitmap,,"(9, 16)",
283,bitmap,,"(9, 16)",
284,bitmap,,"(9, 16)",
285,bitmap,,"(9, 16)",
286,bitmap,,"(11, 4)",
327,sound,WI_N01,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N01.AIF
328,sound,WI_N02,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N02.AIF
329,sound,WI_N03,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N03.AIF
330,sound,WI_N04,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N04.AIF
331,sound,WI_N05,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N05.AIF
332,sound,WI_N06,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N06.AIF
333,sound,WI_N07,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N07.AIF
334,sound,WI_N08,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N08.AIF
335,sound,WI_N09,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N09.AIF
336,sound,WI_N10,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N10.AIF
337,sound,WI_N11,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N11.AIF
338,sound,WI_N12,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N12.AIF
339,sound,WI_N13,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_N13.AIF
340,sound,WI_S01,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S01.AIF
341,sound,WI_S02,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S02.AIF
342,sound,WI_S03,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S03.AIF
343,sound,WI_S04,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S04.AIF
344,sound,WI_S05,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S05.AIF
345,sound,WI_S06,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S06.AIF
346,sound,WI_S07,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S07.AIF
347,sound,WI_S08,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S08.AIF
348,sound,WI_S09,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S09.AIF
349,sound,WI_S10,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S10.AIF
350,sound,WI_S11,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S11.AIF
351,sound,WI_S12,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S12.AIF
352,sound,WI_S13,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\WI_\WI_S13.AIF
