Number,Type,Name,Registration Point,Filename
129,sound,SOX_02,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\SO_\SOX_02.aif
130,sound,SOX_03,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\SO_\SOX_03.aif
131,bitmap,BG,"(320, 240)",
132,bitmap,Sola,"(32, 32)",
133,filmLoop,Sol-film,"(83, 81)",
134,bitmap,S1,"(81, 77)",
135,bitmap,S2,"(80, 81)",
136,filmLoop,Synger (05),"(110, 133)",
137,filmLoop,Synger ikke (05),"(110, 133)",
141,filmLoop,Hesten spiser,"(206, 164)",
142,filmLoop,Hestedans,"(211, 169)",
143,filmLoop,Heste-refreng,"(211, 169)",
152,bitmap,stor 1,"(41, 76)",
153,bitmap,,"(52, 61)",
154,bitmap,,"(43, 63)",
155,bitmap,,"(113, 125)",
156,bitmap,,"(29, 45)",
157,bitmap,,"(28, 46)",
158,bitmap,,"(28, 45)",
159,bitmap,luk.sov,"(11, 10)",
160,bitmap,åpen sov,"(9, 8)",
161,bitmap,,"(31, 70)",
162,bitmap,,"(80, 123)",
163,bitmap,,"(21, 80)",
164,bitmap,,"(73, 49)",
165,bitmap,,"(50, 71)",
166,bitmap,,"(43, 55)",
167,bitmap,,"(53, 74)",
168,bitmap,,"(100, 150)",
169,bitmap,,"(32, 79)",
170,bitmap,,"(47, 68)",
171,bitmap,,"(39, 87)",
172,bitmap,,"(31, 75)",
173,script,,"(0, 0)",
174,bitmap,,"(25, 77)",
175,bitmap,,"(21, 77)",
176,bitmap,blunk,"(25, 13)",
177,bitmap,,"(41, 84)",
178,bitmap,,"(52, 83)",
179,bitmap,,"(70, 84)",
180,bitmap,ler,"(28, 24)",
181,bitmap,glis,"(28, 24)",
182,bitmap,le-øyne,"(23, 14)",
183,bitmap,,"(20, 78)",
184,bitmap,,"(9, 7)",
185,bitmap,,"(8, 6)",
186,bitmap,,"(18, 6)",
187,bitmap,,"(58, 45)",
188,bitmap,opp,"(59, 34)",
189,bitmap,ned,"(59, 32)",
190,bitmap,,"(27, 36)",
191,bitmap,,"(26, 39)",
192,bitmap,,"(62, 53)",
193,bitmap,ooh!,"(38, 52)",
194,bitmap,,"(10, 10)",
195,bitmap,ups,"(62, 57)",
196,bitmap,åpne,"(34, 15)",
197,bitmap,syng,"(29, 14)",
198,bitmap,hihi!,"(33, 11)",
199,bitmap,,"(51, 56)",
200,bitmap,til munnen,"(30, 29)",
201,bitmap,,"(41, 27)",
202,bitmap,,"(43, 16)",
203,bitmap,,"(43, 27)",
204,bitmap,,"(26, 8)",
205,bitmap,,"(33, 16)",
206,bitmap,til v.,"(34, 15)",
207,bitmap,,"(27, 12)",
208,bitmap,,"(49, 58)",
209,bitmap,,"(40, 47)",
210,bitmap,,"(45, 53)",
211,bitmap,,"(47, 49)",
212,bitmap,,"(48, 40)",
213,sound,PROMP,"(0, 0)",
214,sound,LATTER2,"(0, 0)",
215,bitmap,,"(18, 17)",
216,script,Skriv ut hestesangen,"(0, 0)",
225,sound,SO_N01,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\SO_\SO_N01.AIF
226,sound,SO_N02,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\SO_\SO_N02.AIF
227,sound,SO_N03,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\SO_\SO_N03.AIF
228,sound,SO_N05,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\SO_\SO_N05.AIF
229,sound,SO_S01,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\SO_\SO_S01.AIF
230,sound,SO_S02,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\SO_\SO_S02.AIF
231,sound,SO_S03,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\SO_\SO_S03.AIF
232,sound,SO_S05,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\SO_\SO_S05.AIF
