Number,Type,Name,Registration Point,Filename
215,bitmap,DraktAv,"(73, 74)",
216,script,,"(0, 0)",
217,bitmap,DraktPaa,"(74, 105)",
218,bitmap,DraktAv.save,"(74, 74)",
219,bitmap,DraktPaa.save,"(74, 105)",
221,bitmap,Kjole4Av,"(69, 75)",
222,script,,"(0, 0)",
223,bitmap,Kjole4Paa,"(69, 80)",
225,bitmap,FrakkAv,"(63, 69)",
226,script,,"(0, 0)",
227,bitmap,FrakkPaa,"(63, 67)",
231,bitmap,BlaaJakkeAv,"(72, 55)",
232,script,,"(0, 0)",
233,bitmap,BlaaJakkePaa,"(72, 48)",
235,bitmap,BlaaBukseAv,"(46, 66)",
236,script,,"(0, 0)",
237,bitmap,BlaaBuksePaa,"(46, 65)",
241,bitmap,Sport1Av,"(50, 53)",
242,script,,"(0, 0)",
243,bitmap,Sport1Paa,"(59, 52)",
245,bitmap,Sport2Av,"(56, 46)",
246,script,,"(0, 0)",
247,bitmap,Sport2Paa,"(56, 45)",
251,bitmap,Sport4Av,"(54, 55)",
252,script,,"(0, 0)",
253,bitmap,Sport4Paa,"(54, 54)",
255,bitmap,Sport3Av,"(51, 47)",
256,script,,"(0, 0)",
257,bitmap,Sport3Paa,"(51, 47)",
261,bitmap,KlovnAv,"(63, 64)",
262,script,,"(0, 0)",
263,bitmap,KlovnPaa,"(63, 64)",
271,bitmap,Sko__1Av,"(43, 18)",
272,script,,"(0, 0)",
273,bitmap,Sko__1Paa,"(56, 23)",
275,bitmap,Sko__2Av,"(47, 19)",
276,script,,"(0, 0)",
277,bitmap,Sko__2Paa,"(56, 18)",
281,bitmap,StovlGuleAv,"(40, 31)",
282,script,,"(0, 0)",
283,bitmap,StovlGulePaa,"(58, 29)",
284,bitmap,StovlGulePaa.save,"(57, 29)",
285,bitmap,StovlBlaaAv,"(39, 32)",
286,script,,"(0, 0)",
287,bitmap,StovlBlaaPaa,"(57, 29)",
288,bitmap,StovlBlaaPaa.save,"(57, 29)",
291,bitmap,StovlMCAv,"(39, 34)",
292,script,,"(0, 0)",
293,bitmap,StovlMCPaa,"(57, 30)",
294,bitmap,StovlMCPaa.save,"(57, 30)",
295,bitmap,Sport1SkoAv,"(41, 21)",
296,script,,"(0, 0)",
297,bitmap,Sport1SkoPaa,"(56, 25)",
301,bitmap,Sport2SkoAv,"(62, 19)",
302,script,,"(0, 0)",
303,bitmap,Sport2SkoPaa,"(56, 30)",
305,bitmap,Sport4SkoAv,"(38, 20)",
306,script,,"(0, 0)",
307,bitmap,Sport4SkoPaa,"(56, 28)",
311,bitmap,Sport3SkoAv,"(43, 21)",
312,script,,"(0, 0)",
313,bitmap,Sport3SkoPaa,"(57, 24)",
315,bitmap,KlovnSkoAv,"(65, 31)",
316,script,,"(0, 0)",
317,bitmap,KlovnSkoPaa,"(80, 31)",
321,bitmap,FroskAv,"(57, 29)",
322,script,,"(0, 0)",
323,bitmap,FroskPaa,"(84, 28)",
325,bitmap,RacketAv,"(51, 24)",
327,bitmap,RacketPaa,"(51, 37)",
331,bitmap,MCHanskerPaa,"(73, 22)",
332,bitmap,SnorkelAv,"(46, 22)",
333,bitmap,SnorkelPaa,"(48, 43)",
351,script,Avslutt sluttscene,"(0, 0)",
352,script,Avbryt sluttscene,"(0, 0)",
353,script,Avbryt sluttscene og kall TaAvHodeplagg(),"(0, 0)",
354,script,Avbryt sluttscene og kall TaAvDraktBak(),"(0, 0)",
355,script,Avbryt sluttscene og kall TaAvSko(),"(0, 0)",
356,script,Avbryt sluttscene og kall TaAvBukse(),"(0, 0)",
357,script,Avbryt sluttscene og kall TaAvDraktForan(),"(0, 0)",
358,script,Avbryt sluttscene og kall TaAvJakke(),"(0, 0)",
361,bitmap,BadingFoerste,"(416, 47)",
362,bitmap,badeball,"(35, 35)",
363,bitmap,and,"(40, 34)",
364,bitmap,and opp,"(39, 37)",
365,bitmap,and ned,"(45, 32)",
366,bitmap,,"(43, 47)",
367,bitmap,,"(46, 54)",
368,bitmap,bølge 2,"(414, 26)",
369,bitmap,gr. retur,"(33, 17)",
370,bitmap,åpen,"(33, 17)",
371,filmLoop,fugl,"(21, 20)",
372,bitmap,måke 1,"(17, 14)",
373,bitmap,måke 2,"(20, 10)",
374,bitmap,måke 3,"(20, 6)",
375,bitmap,måke 4,"(17, 11)",
376,filmLoop,fugl 2,"(32, 31)",
377,bitmap,,"(25, 22)",
378,bitmap,,"(10, 53)",
379,bitmap,,"(31, 10)",
380,bitmap,,"(26, 17)",
381,filmLoop,leppefisk,"(62, 24)",
382,bitmap,leppefisk,"(59, 20)",
383,bitmap,leppefisk 2,"(62, 25)",
384,bitmap,åpen,"(59, 20)",
385,bitmap,åpen 2,"(62, 25)",
386,bitmap,leppefisk,"(54, 13)",
387,bitmap,leppefisk 2,"(62, 25)",
388,sound,BADING,"(0, 0)",
389,bitmap,Bobler1,"(9, 20)",
390,bitmap,Bobler2,"(4, 12)",
391,bitmap,Prestekrage,"(29, 23)",
392,sound,SOMMER,"(0, 0)",
393,bitmap,,"(30, 21)",
394,bitmap,,"(21, 21)",
395,bitmap,,"(26, 26)",
396,bitmap,,"(33, 27)",
397,bitmap,,"(33, 30)",
398,bitmap,,"(33, 24)",
399,bitmap,,"(30, 33)",
400,bitmap,,"(27, 28)",
401,bitmap,,"(26, 26)",
402,bitmap,,"(34, 19)",
403,bitmap,,"(15, 25)",
404,bitmap,,"(33, 27)",
405,bitmap,,"(16, 13)",
406,bitmap,,"(23, 34)",
407,bitmap,,"(29, 23)",
408,bitmap,,"(23, 29)",
409,bitmap,,"(21, 30)",
410,bitmap,,"(23, 29)",
411,bitmap,,"(31, 32)",
412,bitmap,,"(30, 21)",
413,bitmap,,"(23, 29)",
414,bitmap,,"(26, 26)",
415,bitmap,,"(21, 21)",
416,bitmap,,"(21, 30)",
417,bitmap,,"(33, 27)",
418,filmLoop,s. s.fugl,"(43, 44)",
419,filmLoop,l. s.fugl,"(31, 32)",
420,bitmap,,"(22, 39)",
421,bitmap,,"(32, 42)",
422,bitmap,,"(43, 44)",
423,bitmap,,"(19, 23)",
424,bitmap,,"(24, 26)",
425,bitmap,,"(31, 32)",
426,filmLoop,bie 1,"(30, 30)",
427,filmLoop,bie 2,"(30, 27)",
428,bitmap,,"(108, 8)",
429,bitmap,,"(30, 27)",
430,bitmap,,"(25, 30)",
431,bitmap,SisteBie,"(30, 28)",
441,bitmap,Regn1,"(109, 242)",
442,sound,REGN2,"(0, 0)",
443,bitmap,,"(42, 16)",
444,bitmap,,"(48, 20)",
445,bitmap,,"(62, 18)",
446,bitmap,,"(65, 16)",
447,bitmap,,"(70, 18)",
448,bitmap,,"(72, 20)",
449,bitmap,,"(84, 24)",
450,bitmap,,"(89, 27)",
451,bitmap,,"(97, 34)",
452,filmLoop,løv 2,"(59, 51)",
453,bitmap,,"(20, 19)",
454,bitmap,,"(20, 19)",
455,bitmap,,"(25, 13)",
456,bitmap,,"(25, 13)",
457,bitmap,,"(20, 19)",
458,bitmap,,"(16, 10)",
459,bitmap,,"(10, 16)",
460,bitmap,,"(9, 17)",
461,bitmap,,"(16, 10)",
462,bitmap,forfra,"(41, 40)",
463,bitmap,profil,"(36, 34)",
464,bitmap,halvhopp,"(51, 53)",
465,bitmap,helhopp,"(82, 47)",
466,bitmap,kvekk,"(36, 34)",
467,bitmap,forfra,"(41, 48)",
468,bitmap,profil,"(36, 34)",
469,bitmap,halvhopp,"(51, 53)",
470,bitmap,helhopp,"(82, 47)",
471,bitmap,SisteKvekk,"(36, 34)",
480,bitmap,Bukett,"(22, 34)",
481,bitmap,Brudeblink,"(29, 16)",
482,bitmap,,"(20, 5)",
483,bitmap,,"(21, 4)",
484,bitmap,,"(31, 15)",
485,sound,PLING,"(0, 0)",
486,bitmap,,"(149, 101)",
487,bitmap,,"(12, 15)",
488,sound,BRUD,"(0, 0)",
489,script,Sound loop 2,"(0, 0)",
490,bitmap,,"(30, 9)",
491,bitmap,stjerne 1,"(5, 4)",
492,bitmap,stjerne 2,"(5, 5)",
493,bitmap,stjerne 3,"(6, 6)",
494,bitmap,stjerne 5,"(7, 8)",
495,bitmap,stjerne 6,"(10, 9)",
496,bitmap,stjerne 8,"(10, 10)",
497,bitmap,Hjerte1,"(12, 10)",
498,bitmap,Hjerte2,"(15, 14)",
499,bitmap,Hjerte3,"(19, 16)",
500,bitmap,Hjerte4,"(24, 21)",
501,bitmap,FotballFoerste,"(30, 30)",
502,bitmap,,"(30, 27)",
503,bitmap,,"(31, 18)",
504,bitmap,,"(16, 4)",
505,bitmap,,"(62, 54)",
506,bitmap,Fotballoeyne,"(29, 8)",
507,sound,FOTBALL,"(0, 0)",
511,script,Avbryt fotball,"(0, 0)",
512,script,Banner language,"(0, 0)",
513,script,Avbryt fotball og kall TaAvHodeplagg(),"(0, 0)",
514,script,Avbryt fotball og kall TaAvDraktBak(),"(0, 0)",
515,script,Avbryt fotball og kall TaAvSko(),"(0, 0)",
516,script,Avbryt fotball og kall TaAvBukse(),"(0, 0)",
517,script,Avbryt fotball og kall TaAvDraktForan(),"(0, 0)",
518,script,Avbryt fotball og kall TaAvJakke(),"(0, 0)",
519,script,Avslutt fotball,"(0, 0)",
521,filmLoop,BannerN,"(103, 68)",
522,filmLoop,BannerD,"(103, 68)",
523,bitmap,,"(96, 59)",
524,bitmap,,"(97, 57)",
525,bitmap,,"(97, 59)",
526,filmLoop,BannerF,"(131, 74)",
527,bitmap,,"(130, 59)",
528,bitmap,,"(129, 67)",
529,bitmap,,"(131, 71)",
531,filmLoop,BannerS,"(118, 66)",
532,bitmap,,"(114, 63)",
533,bitmap,,"(116, 63)",
534,bitmap,,"(114, 61)",
541,bitmap,EksosFoerste,"(45, 37)",
542,bitmap,,"(57, 49)",
543,bitmap,,"(75, 60)",
544,bitmap,,"(109, 84)",
545,bitmap,,"(133, 100)",
546,bitmap,,"(175, 128)",
547,bitmap,,"(208, 158)",
548,bitmap,,"(211, 158)",
549,bitmap,,"(211, 158)",
550,bitmap,sykkel,"(152, 111)",
551,bitmap,,"(86, 23)",
552,bitmap,røyk 1,"(48, 31)",
553,bitmap,,"(48, 28)",
554,bitmap,,"(48, 31)",
555,bitmap,,"(50, 28)",
556,bitmap,,"(13, 16)",
557,bitmap,blunk,"(31, 14)",
558,sound,BENELLI,"(0, 0)",
561,bitmap,MedTau,"(27, 54)",
562,sound,AEROBIC,"(0, 0)",
563,bitmap,roter 1,"(86, 85)",
564,bitmap,roter 2,"(-132, 40)",
565,bitmap,roter 3,"(86, 85)",
566,bitmap,blunk,"(37, 13)",
567,bitmap,,"(38, 7)",
568,bitmap,,"(29, 8)",
569,bitmap,,"(80, 136)",
570,bitmap,,"(72, 135)",
571,bitmap,,"(106, 131)",
572,bitmap,,"(106, 131)",
573,bitmap,,"(106, 131)",
574,bitmap,,"(36, 13)",
575,bitmap,,"(86, 21)",
576,bitmap,,"(86, 21)",
577,bitmap,,"(86, 21)",
578,bitmap,,"(86, 21)",
579,bitmap,,"(86, 21)",
580,bitmap,,"(86, 21)",
581,bitmap,,"(86, 20)",
582,bitmap,,"(86, 21)",
583,bitmap,,"(86, 21)",
584,bitmap,,"(86, 21)",
585,bitmap,,"(86, 21)",
586,bitmap,,"(86, 21)",
587,bitmap,,"(86, 20)",
588,bitmap,,"(30, 6)",
589,bitmap,,"(30, 7)",
590,bitmap,SisteAerobic,"(30, 6)",
591,bitmap,FoersteDanser,"(23, 49)",
592,bitmap,,"(23, 49)",
593,bitmap,,"(23, 47)",
594,bitmap,,"(23, 49)",
595,bitmap,,"(23, 49)",
596,bitmap,,"(47, 43)",
597,bitmap,,"(18, 49)",
598,bitmap,,"(23, 49)",
599,bitmap,SisteDanser,"(18, 49)",
600,sound,BALLETT,"(0, 0)",
602,bitmap,venstre,"(30, 6)",
603,bitmap,ooh...,"(38, 7)",
604,bitmap,blunk,"(29, 16)",
605,bitmap,BallettBG,"(72, 132)",
606,bitmap,,"(81, 140)",
607,bitmap,pr.donna 2,"(29, 16)",
608,bitmap,pr.donna,"(29, 16)",
609,bitmap,ned,"(30, 7)",
610,bitmap,SeBallett,"(30, 6)",
611,bitmap,LukketMunn,"(23, 11)",
612,sound,KLOVN,"(0, 0)",
613,bitmap,SeOppKlovn,"(29, 6)",
614,bitmap,,"(27, 12)",
615,bitmap,rett opp,"(49, 67)",
616,bitmap,venstre,"(62, 62)",
617,bitmap,høyre,"(69, 53)",
618,bitmap,,"(49, 67)",
619,bitmap,,"(49, 67)",
620,bitmap,,"(29, 9)",
621,bitmap,,"(72, 31)",
622,bitmap,sjonglør1,"(23, 12)",
623,bitmap,sjonglør4,"(22, 15)",
624,bitmap,sjonglør3,"(22, 16)",
625,bitmap,sjonglør2,"(24, 12)",
626,filmLoop,sjongl.  kulørt,"(79, 71)",
627,filmLoop,høy,"(79, 98)",
628,filmLoop,kulørt 3,"(79, 71)",
629,bitmap,,"(7, 7)",
630,bitmap,,"(7, 7)",
631,bitmap,,"(7, 7)",
632,bitmap,,"(7, 7)",
633,bitmap,AapenMunn,"(31, 17)",
641,bitmap,Snorkel,"(48, 43)",
642,bitmap,blg1,"(292, 111)",
643,bitmap,blg2,"(322, 111)",
644,bitmap,blunk,"(26, 12)",
645,bitmap,stor boble,"(4, 4)",
646,bitmap,liten boble,"(-10, 23)",
647,filmLoop,rød fisk,"(211, 134)",
648,bitmap,,"(29, 29)",
649,bitmap,,"(37, 50)",
650,bitmap,,"(52, 38)",
651,bitmap,,"(59, 20)",
652,bitmap,,"(51, 35)",
653,bitmap,,"(38, 52)",
654,bitmap,,"(39, 46)",
655,bitmap,,"(43, 23)",
656,bitmap,,"(64, 30)",
657,filmLoop,brille-loop,"(30, 13)",
658,bitmap,br1,"(30, 13)",
659,bitmap,br2,"(30, 13)",
660,bitmap,br3,"(30, 13)",
661,bitmap,,"(35, 13)",
662,filmLoop,blå fisk,"(211, 116)",
663,bitmap,,"(36, 34)",
664,bitmap,,"(27, 31)",
665,bitmap,,"(33, 17)",
666,bitmap,,"(35, 21)",
667,bitmap,,"(30, 27)",
668,bitmap,,"(19, 35)",
669,bitmap,,"(30, 34)",
670,sound,FROSKEM,"(0, 0)",
671,bitmap,,"(73, 140)",
672,bitmap,SnorkelPaa,"(64, 62)",
673,bitmap,SnorkelPaaX,"(68, 63)",
681,bitmap,OverTHaand,"(15, 12)",
683,sound,TENNIS,"(0, 0)",
684,bitmap,THaand,"(12, 11)",
685,bitmap,racket,"(51, 37)",
686,bitmap,blunk1,"(32, 11)",
687,bitmap,u/ball,"(51, 28)",
688,bitmap,,"(10, 9)",
689,bitmap,flat,"(10, 7)",
690,bitmap,,"(30, 6)",
691,bitmap,,"(29, 8)",
692,bitmap,,"(20, 35)",
693,bitmap,opp,"(74, 92)",
694,bitmap,inn,"(60, 45)",
695,bitmap,,"(30, 7)",
696,bitmap,,"(30, 6)",
697,bitmap,ooh..,"(38, 7)",
698,bitmap,TMunn,"(29, 9)",
713,sound,CLH_N01,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CLH_N01.AIF
714,sound,CLH_S01,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CLH_S01.AIF
839,sound,CL_N01,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N01.AIF
840,sound,CL_N02,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N02.AIF
841,sound,CL_N03,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N03.AIF
842,sound,CL_N04,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N04.AIF
843,sound,CL_N05,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N05.AIF
844,sound,CL_N06,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N06.AIF
845,sound,CL_N07,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N07.AIF
846,sound,CL_N08,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N08.AIF
847,sound,CL_N09,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N09.AIF
848,sound,CL_N10,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N10.AIF
849,sound,CL_N11,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N11.AIF
850,sound,CL_N12,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N12.AIF
851,sound,CL_N13,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N13.AIF
852,sound,CL_N14,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N14.AIF
853,sound,CL_N15,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N15.AIF
854,sound,CL_N16,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N16.AIF
855,sound,CL_N17,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N17.AIF
856,sound,CL_N18,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N18.AIF
857,sound,CL_N19,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N19.AIF
858,sound,CL_N20,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N20.AIF
859,sound,CL_N21,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N21.AIF
860,sound,CL_N22,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N22.AIF
861,sound,CL_N23,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N23.AIF
862,sound,CL_N24,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N24.AIF
863,sound,CL_N25,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N25.AIF
864,sound,CL_N26,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N26.AIF
865,sound,CL_N27,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N27.AIF
866,sound,CL_N28,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N28.AIF
867,sound,CL_N29,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N29.AIF
868,sound,CL_N30,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N30.AIF
869,sound,CL_N31,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N31.AIF
870,sound,CL_N32,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N32.AIF
871,sound,CL_N33,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N33.AIF
872,sound,CL_N34,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N34.AIF
873,sound,CL_N35,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N35.AIF
874,sound,CL_N36,"(0, 0)",E:\Projects\Josefine paa ferie decompiled\CD-Files\Installer Data\MOVIES\CL_\CL_N36.AIF
